,CallerAudio,AgentAudio,Transcript,WhisperTranscript,Word2Vec,GloVe,BERT,CallerZCR,CallerEnergy,CallerSpectralCentroid,CallerSpectralSpread,CallerPitch,CallerSpectralEntropy,AgentZCR,AgentEnergy,AgentSpectralCentroid,AgentSpectralSpread,AgentPitch,AgentSpectralEntropy,EmotionScore
0,6d3ce86a6e5445fa.wav,6d3ce86a6e5445fa.wav,hello this is harper valley national bank my name is robert how can i help you today,"{'text': ' you', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 2.06, 'text': ' you', 'tokens': [50363, 345, 50466], 'temperature': 0.0, 'avg_logprob': -0.586230456829071, 'compression_ratio': 0.2727272727272727, 'no_speech_prob': 0.9372286796569824}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.0,0.0,0.0,0.0,,,0.35782724056603776,0.040853016,816.200709108259,466.65166003041776,,,"{'neutral': 0.3355013132095337, 'negative': 0.024769829586148262, 'positive': 0.6397289037704468}"
1,6d3ce86a6e5445fa.wav,6d3ce86a6e5445fa.wav,[noise] hi my name is james brown and i would like to transfer money between my accounts,"{'text': ' Hi, my name is James Brown and I would like to transfer money between my accounts.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 5.76, 'text': ' Hi, my name is James Brown and I would like to transfer money between my accounts.', 'tokens': [50363, 15902, 11, 616, 1438, 318, 3700, 4373, 290, 314, 561, 588, 284, 4351, 1637, 1022, 616, 5504, 13, 50651], 'temperature': 0.0, 'avg_logprob': -0.2455054691859654, 'compression_ratio': 1.025, 'no_speech_prob': 0.007495873607695103}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.3038170855978261,0.04037487,835.6691147402836,517.3237776897054,,,0.46065090013586957,0.00020462363,892.84046653886,521.0691024319436,,,"{'neutral': 0.49335432052612305, 'negative': 0.08853410929441452, 'positive': 0.4181116223335266}"
2,6d3ce86a6e5445fa.wav,6d3ce86a6e5445fa.wav,okay what is the transfer amount,"{'text': ' Thank you.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 1.0, 'text': ' Thank you.', 'tokens': [50363, 6952, 345, 13, 50413], 'temperature': 0.0, 'avg_logprob': -0.6499075094858805, 'compression_ratio': 0.5555555555555556, 'no_speech_prob': 0.9136458039283752}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.02747521033653846,0.00027897104,277.4370025399331,145.76373829640184,,,0.4422137920673077,0.019427035,891.7711055209494,514.6015852828184,,,"{'neutral': 0.5524061918258667, 'negative': 0.21945613622665405, 'positive': 0.22813774645328522}"
3,6d3ce86a6e5445fa.wav,6d3ce86a6e5445fa.wav,uh fifty dollars,"{'text': ' $50.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 1.6, 'text': ' $50.', 'tokens': [50363, 720, 1120, 13, 50443], 'temperature': 0.0, 'avg_logprob': -0.5576290289560953, 'compression_ratio': 0.3333333333333333, 'no_speech_prob': 0.09082476794719696}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.37732872596153844,0.03246752,775.5468284924486,466.919798944853,,,0.3840144230769231,0.00019241762,868.4504089479756,537.391059489117,,,"{'neutral': 0.5759010910987854, 'negative': 0.18074826896190643, 'positive': 0.24335063993930817}"
4,6d3ce86a6e5445fa.wav,6d3ce86a6e5445fa.wav,and what is the source account,"{'text': ' you', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 2.06, 'text': ' you', 'tokens': [50363, 345, 50466], 'temperature': 0.0, 'avg_logprob': -0.586230456829071, 'compression_ratio': 0.2727272727272727, 'no_speech_prob': 0.9372286796569824}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.0,0.0,0.0,0.0,,,0.3372721354166667,0.0006073459,801.3344097557408,523.2197607198545,,,"{'neutral': 0.520818293094635, 'negative': 0.3243200182914734, 'positive': 0.154861718416214}"
5,6d3ce86a6e5445fa.wav,6d3ce86a6e5445fa.wav,okay i want to transfer from my savings account to my checking account,"{'text': ' Okay, I want to transfer from my savings account to my checking account.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 3.36, 'text': ' Okay, I want to transfer from my savings account to my checking account.', 'tokens': [50363, 16805, 11, 314, 765, 284, 4351, 422, 616, 10653, 1848, 284, 616, 10627, 1848, 13, 50531], 'temperature': 0.0, 'avg_logprob': -0.24698093202379015, 'compression_ratio': 1.0746268656716418, 'no_speech_prob': 0.0010169738670811057}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.31425419560185186,0.0346452,798.6952920698038,521.9109168697787,,,0.38212528935185186,0.007033199,838.1317516655753,511.0453375253049,,,"{'neutral': 0.5766051411628723, 'negative': 0.16546712815761566, 'positive': 0.25792768597602844}"
6,6d3ce86a6e5445fa.wav,6d3ce86a6e5445fa.wav,okay so that's fifty dollars from savings to checking,"{'text': ' you', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 2.06, 'text': ' you', 'tokens': [50363, 345, 50466], 'temperature': 0.0, 'avg_logprob': -0.586230456829071, 'compression_ratio': 0.2727272727272727, 'no_speech_prob': 0.9372286796569824}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.0,0.0,0.0,0.0,,,0.3612275965073529,0.039197266,737.2204729525165,450.40438478857095,,,"{'neutral': 0.42252886295318604, 'negative': 0.04609788581728935, 'positive': 0.5313732624053955}"
7,6d3ce86a6e5445fa.wav,6d3ce86a6e5445fa.wav,correct,"{'text': ' Correct.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 0.5, 'text': ' Correct.', 'tokens': [50363, 22941, 13, 50388], 'temperature': 0.0, 'avg_logprob': -0.5735761165618897, 'compression_ratio': 0.5, 'no_speech_prob': 0.04668603092432022}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.4031982421875,0.046154097,930.8018002990134,489.2665814565902,,,0.2999267578125,0.00018007323,893.9516394329368,536.9913666916848,,,"{'neutral': 0.5358113646507263, 'negative': 0.20852519571781158, 'positive': 0.2556634247303009}"
8,6d3ce86a6e5445fa.wav,6d3ce86a6e5445fa.wav,alright i've gone ahead and transferred that is there anything else i can help you with,"{'text': ' you', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 2.06, 'text': ' you', 'tokens': [50363, 345, 50466], 'temperature': 0.0, 'avg_logprob': -0.586230456829071, 'compression_ratio': 0.2727272727272727, 'no_speech_prob': 0.9372286796569824}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.0,0.0,0.0,0.0,,,0.306640625,0.024553413,742.5374626293218,462.20990795445516,,,"{'neutral': 0.3385200798511505, 'negative': 0.036386556923389435, 'positive': 0.6250933408737183}"
9,6d3ce86a6e5445fa.wav,6d3ce86a6e5445fa.wav,uh no that's all thank you,"{'text': "" That's all. Thank you."", 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 1.44, 'text': "" That's all. Thank you."", 'tokens': [50363, 1320, 338, 477, 13, 6952, 345, 13, 50435], 'temperature': 0.0, 'avg_logprob': -0.5763914108276367, 'compression_ratio': 0.7333333333333333, 'no_speech_prob': 0.009825789369642735}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.2681477864583333,0.027349541,729.4194266361196,435.5772714215033,,,0.2923177083333333,0.03611539,661.2025496185091,435.242273232189,,,"{'neutral': 0.3040050268173218, 'negative': 0.026629310101270676, 'positive': 0.669365644454956}"
10,6d3ce86a6e5445fa.wav,6d3ce86a6e5445fa.wav,you're welcome thank you for calling have a great day,"{'text': ' you', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 2.06, 'text': ' you', 'tokens': [50363, 345, 50466], 'temperature': 0.0, 'avg_logprob': -0.586230456829071, 'compression_ratio': 0.2727272727272727, 'no_speech_prob': 0.9372286796569824}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.0,0.0,0.0,0.0,,,0.3687584918478261,0.015998643,808.5831170647608,493.2209833721748,,,"{'neutral': 0.24483439326286316, 'negative': 0.010874948464334011, 'positive': 0.7442906498908997}"
11,d48e6762045e47f3.wav,d48e6762045e47f3.wav,hello this is harper valley national bank my name is david how can i help you today,"{'text': '', 'segments': [], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.26040810032894735,0.000726537,658.0609754827879,449.7362962382245,,,0.3372353001644737,0.06719021,846.1537920434988,441.337162768888,,,"{'neutral': 0.3169301748275757, 'negative': 0.021467991173267365, 'positive': 0.6616017818450928}"
12,d48e6762045e47f3.wav,d48e6762045e47f3.wav,hi my name is robert williams,"{'text': ' Hi, my name is Robert Williams.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 2.4, 'text': ' Hi, my name is Robert Williams.', 'tokens': [50363, 15902, 11, 616, 1438, 318, 5199, 6484, 13, 50483], 'temperature': 0.0, 'avg_logprob': -0.3400640270926736, 'compression_ratio': 0.7948717948717948, 'no_speech_prob': 0.0026869813445955515}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.2575555098684211,0.03838061,665.1454998269895,446.7774376729986,,,0.3272769325657895,0.0001870118,620.0110369706334,529.3189032306825,,,"{'neutral': 0.3949440121650696, 'negative': 0.06922091543674469, 'positive': 0.5358350872993469}"
13,d48e6762045e47f3.wav,d48e6762045e47f3.wav,i would like to schedule an appointment,"{'text': ' I would like to schedule an appointment.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 1.36, 'text': ' I would like to schedule an appointment.', 'tokens': [50363, 314, 561, 588, 284, 7269, 281, 12557, 13, 50431], 'temperature': 0.0, 'avg_logprob': -0.34259549054232513, 'compression_ratio': 0.8333333333333334, 'no_speech_prob': 0.0034991204738616943}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.23774857954545456,0.045885637,617.8906015930102,426.812703305154,,,0.3037109375,0.00018608691,626.6719671244028,530.9355721562439,,,"{'neutral': 0.5595251321792603, 'negative': 0.3025076389312744, 'positive': 0.13796724379062653}"
14,d48e6762045e47f3.wav,d48e6762045e47f3.wav,okay you want to schedule an appointment,"{'text': '', 'segments': [], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.23837890625,0.00089682563,636.5200432160256,441.0960388570425,,,0.2760416666666667,0.04567899,782.4423518793429,438.9834779727345,,,"{'neutral': 0.4731725752353668, 'negative': 0.11115662008523941, 'positive': 0.4156706929206848}"
15,d48e6762045e47f3.wav,d48e6762045e47f3.wav,what day would you like for your appointment,"{'text': ' Thank you.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 2.0, 'text': ' Thank you.', 'tokens': [50363, 6952, 345, 13, 50463], 'temperature': 0.0, 'avg_logprob': -0.8146676222483317, 'compression_ratio': 0.5555555555555556, 'no_speech_prob': 0.9233300089836121}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.23193359375,0.0008954823,623.5757009397253,440.91931958104453,,,0.25408935546875,0.06332026,702.9344712848088,444.23144445587127,,,"{'neutral': 0.49707064032554626, 'negative': 0.11277281492948532, 'positive': 0.3901565968990326}"
16,d48e6762045e47f3.wav,d48e6762045e47f3.wav,tuesday,"{'text': ' Tuesday.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 0.52, 'text': ' Tuesday.', 'tokens': [50363, 3431, 13, 50389], 'temperature': 0.0, 'avg_logprob': -0.6653805255889893, 'compression_ratio': 0.5, 'no_speech_prob': 0.09696292132139206}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.1798828125,0.03518588,528.0504133713699,468.92192380190755,,,0.2578125,0.00018326959,636.7582690949205,529.1849380825261,,,"{'neutral': 0.5016553401947021, 'negative': 0.34852591156959534, 'positive': 0.14981871843338013}"
17,d48e6762045e47f3.wav,d48e6762045e47f3.wav,tuesday what time would you like for your appointment,"{'text': '', 'segments': [], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.25137094350961536,0.0008672389,641.3662159171582,444.181007416242,,,0.29653695913461536,0.054402906,634.8238437713941,365.27534772036904,,,"{'neutral': 0.5039048790931702, 'negative': 0.12107206881046295, 'positive': 0.3750230669975281}"
18,d48e6762045e47f3.wav,d48e6762045e47f3.wav,four thirty,"{'text': ' 4.30.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 1.0, 'text': ' 4.30.', 'tokens': [50363, 604, 13, 1270, 13, 50413], 'temperature': 0.0, 'avg_logprob': -0.656742913382394, 'compression_ratio': 0.38461538461538464, 'no_speech_prob': 0.027955880388617516}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.2379150390625,0.059244588,600.779086884331,416.82482002313,,,0.279541015625,0.00018906861,625.1735475181886,531.9567961504647,,,"{'neutral': 0.5772430300712585, 'negative': 0.22366787493228912, 'positive': 0.19908906519412994}"
19,d48e6762045e47f3.wav,d48e6762045e47f3.wav,four thirty pm,"{'text': ' you', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 2.06, 'text': ' you', 'tokens': [50363, 345, 50466], 'temperature': 0.0, 'avg_logprob': -0.8532419800758362, 'compression_ratio': 0.2727272727272727, 'no_speech_prob': 0.9467136263847351}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.211083984375,0.0009587803,629.2339174532588,442.93987676977883,,,0.219970703125,0.06365664,595.531321237049,347.3642556124729,,,"{'neutral': 0.580356240272522, 'negative': 0.16320893168449402, 'positive': 0.256434828042984}"
20,d48e6762045e47f3.wav,d48e6762045e47f3.wav,yes,"{'text': ' Yes.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 0.5, 'text': ' Yes.', 'tokens': [50363, 3363, 13, 50388], 'temperature': 0.0, 'avg_logprob': -0.5899439811706543, 'compression_ratio': 0.3333333333333333, 'no_speech_prob': 0.023704616352915764}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.17822265625,0.03953906,611.2328857439541,469.63570678374003,,,0.276611328125,0.00042342825,764.5721178673343,511.41482788544295,,,"{'neutral': 0.5286266803741455, 'negative': 0.21371781826019287, 'positive': 0.25765544176101685}"
21,d48e6762045e47f3.wav,d48e6762045e47f3.wav,okay,"{'text': ' .', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 1.0, 'text': ' .', 'tokens': [50363, 764, 50413], 'temperature': 0.0, 'avg_logprob': -0.828010618686676, 'compression_ratio': 0.1111111111111111, 'no_speech_prob': 0.9375988841056824}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.162841796875,0.0010304296,618.0850338459416,456.5916663750873,,,0.1812744140625,0.07046016,688.6284613824785,373.54821996267844,,,"{'neutral': 0.49833768606185913, 'negative': 0.2032259702682495, 'positive': 0.29843637347221375}"
22,d48e6762045e47f3.wav,d48e6762045e47f3.wav,your appointment has been scheduled for tuesday at four thirty pm uhm is there anything else i can help you with,"{'text': '', 'segments': [], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.23806202168367346,0.0009536442,640.703607207409,464.2062666489011,,,0.3007912149234694,0.06130621,752.2444984172872,421.8918652420456,,,"{'neutral': 0.28680092096328735, 'negative': 0.04810263589024544, 'positive': 0.6650965213775635}"
23,d48e6762045e47f3.wav,d48e6762045e47f3.wav,no that's gonna do it actually thank you,"{'text': "" No, that's going to do it, actually. Thank you."", 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 1.26, 'text': "" No, that's going to do it, actually."", 'tokens': [50363, 1400, 11, 326, 338, 1016, 284, 466, 340, 11, 1682, 13, 50426], 'temperature': 0.0, 'avg_logprob': -0.4909507851851614, 'compression_ratio': 0.8545454545454545, 'no_speech_prob': 0.0015305039705708623}, {'id': 1, 'seek': 0, 'start': 1.26, 'end': 2.7600000000000002, 'text': ' Thank you.', 'tokens': [50426, 6952, 345, 13, 50501], 'temperature': 0.0, 'avg_logprob': -0.4909507851851614, 'compression_ratio': 0.8545454545454545, 'no_speech_prob': 0.0015305039705708623}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.23180338541666667,0.056382217,570.3166033300611,442.5234985530561,,,0.3142903645833333,0.00017963127,623.7337365613618,527.3100785607933,,,"{'neutral': 0.27562153339385986, 'negative': 0.02424795925617218, 'positive': 0.7001305222511292}"
24,d48e6762045e47f3.wav,d48e6762045e47f3.wav,uh huh thank you for calling have a great day,"{'text': '', 'segments': [], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.2122124565972222,0.001169788,618.9783776095396,447.5823421519775,,,0.282958984375,0.055619784,769.5549002078874,424.1044572002021,,,"{'neutral': 0.2957793176174164, 'negative': 0.020587002858519554, 'positive': 0.6836336851119995}"
25,12b4887e64914206.wav,12b4887e64914206.wav,hello this is harper valley national bank my name is james how can i help you today,"{'text': ' .', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 5.0, 'text': ' .', 'tokens': [50363, 764, 50613], 'temperature': 0.0, 'avg_logprob': -0.9642226099967957, 'compression_ratio': 0.1111111111111111, 'no_speech_prob': 0.9189483523368835}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.5411931818181818,0.0001210948,709.0011800852243,525.6101755951136,,,0.31201171875,0.030952765,694.7013303848424,425.49858500739356,,,"{'neutral': 0.3049510717391968, 'negative': 0.018955210223793983, 'positive': 0.6760936975479126}"
26,12b4887e64914206.wav,12b4887e64914206.wav,hi my name is mary rodriguez i need to check my account balance,"{'text': ' Hi, my name is Mary Rodriguez. I need to check my account balance.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 3.52, 'text': ' Hi, my name is Mary Rodriguez. I need to check my account balance.', 'tokens': [50363, 15902, 11, 616, 1438, 318, 5335, 19391, 13, 314, 761, 284, 2198, 616, 1848, 5236, 13, 50539], 'temperature': 0.0, 'avg_logprob': -0.30870407506039266, 'compression_ratio': 0.9166666666666666, 'no_speech_prob': 0.009220637381076813}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.22905622209821427,0.028465524,577.9911051480957,426.0821160809898,,,0.32163783482142855,0.00019414001,609.5946604317085,521.4557932674644,,,"{'neutral': 0.46199849247932434, 'negative': 0.1456623375415802, 'positive': 0.39233916997909546}"
27,12b4887e64914206.wav,12b4887e64914206.wav,which account would you like to check,"{'text': ' .', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 1.0, 'text': ' .', 'tokens': [50363, 764, 50413], 'temperature': 0.0, 'avg_logprob': -0.6356117725372314, 'compression_ratio': 0.1111111111111111, 'no_speech_prob': 0.9278265833854675}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.285400390625,0.0002871189,683.7054364603575,517.2618454499559,,,0.3251953125,0.00019715789,641.8493462558943,506.85690072290475,,,"{'neutral': 0.5543456673622131, 'negative': 0.2186315506696701, 'positive': 0.22702281177043915}"
28,12b4887e64914206.wav,12b4887e64914206.wav,my savings account,"{'text': ' My savings account.', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 1.0, 'text': ' My savings account.', 'tokens': [50363, 2011, 10653, 1848, 13, 50413], 'temperature': 0.0, 'avg_logprob': -0.6019739423479352, 'compression_ratio': 0.7037037037037037, 'no_speech_prob': 0.008731230162084103}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.243896484375,0.031768218,572.4022822070465,440.73304373187875,,,0.2813720703125,0.00018327773,622.7566434629128,524.9054696075598,,,"{'neutral': 0.5357771515846252, 'negative': 0.3083568811416626, 'positive': 0.15586592257022858}"
29,12b4887e64914206.wav,12b4887e64914206.wav,your savings account balance is one hundred forty dollars,"{'text': ' .', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 1.0, 'text': ' .', 'tokens': [50363, 764, 50413], 'temperature': 0.0, 'avg_logprob': -0.8895713686943054, 'compression_ratio': 0.1111111111111111, 'no_speech_prob': 0.9038102030754089}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.33970424107142855,0.00019565775,658.6880491042235,512.6081099810962,,,0.3059605189732143,0.019972662,690.0444730389661,476.25405589232827,,,"{'neutral': 0.6013908386230469, 'negative': 0.28834018111228943, 'positive': 0.11026892811059952}"
30,12b4887e64914206.wav,12b4887e64914206.wav,is there anything else i can help you with,"{'text': ' .', 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 1.0, 'text': ' .', 'tokens': [50363, 764, 50413], 'temperature': 0.0, 'avg_logprob': -0.754633367061615, 'compression_ratio': 0.1111111111111111, 'no_speech_prob': 0.9429543018341064}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.34395926339285715,0.00018873136,672.3118986140574,513.945784604124,,,0.29227120535714285,0.00018616013,622.6188063436528,532.2355889143442,,,"{'neutral': 0.3653659522533417, 'negative': 0.07872691750526428, 'positive': 0.555907130241394}"
31,12b4887e64914206.wav,12b4887e64914206.wav,no that's it thank you,"{'text': "" No, that's it. Thank you."", 'segments': [{'id': 0, 'seek': 0, 'start': 0.0, 'end': 1.36, 'text': "" No, that's it. Thank you."", 'tokens': [50363, 1400, 11, 326, 338, 340, 13, 6952, 345, 13, 50431], 'temperature': 0.0, 'avg_logprob': -0.34939297040303546, 'compression_ratio': 0.7575757575757576, 'no_speech_prob': 0.0016986371483653784}], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.20161576704545456,0.034289297,551.0682995564154,420.3487006555167,,,0.3049982244318182,0.0001797969,622.7610638802295,526.0967324228033,,,"{'neutral': 0.28662896156311035, 'negative': 0.021849552169442177, 'positive': 0.6915215253829956}"
32,12b4887e64914206.wav,12b4887e64914206.wav,thank you for calling have a great day,"{'text': '', 'segments': [], 'language': 'en'}",word2vec_features,glove_features,bert_features,0.24643841911764705,0.0005643693,722.9477898427975,478.20814421239567,,,0.3026769301470588,0.00018133505,623.5323525264478,528.9113236877583,,,"{'neutral': 0.3089207410812378, 'negative': 0.023264983668923378, 'positive': 0.6678142547607422}"
